source_record_id,unit_raw,population_raw,normalized_unit,normalized_population,context_compatible,review_reasons,datasource_period_raw
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_455,%,All inpatients,percent,all inpatients,true,[],In house data collection  / April 2023 - December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_456,Rate,All inpatients,unknown,all inpatients,false,"[""unknown_unit_or_population""]",Other / Apr 24 - Mar 25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_457,%,Staff,percent,staff,true,[],In house data collection  / April to December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_458,"Rate per 1,000",All patients,rate_per_1000,all patients,true,[],In house data collection  / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_459,"Rate per 1,000",All patients,rate_per_1000,all patients,true,[],In house data collection  / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_460,"Rate per 1,000",All patients,rate_per_1000,all patients,true,[],In house data collection  / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_461,%,Discharged patients ,percent,discharged patients,true,[],In house data collection  / January 2024-December 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_462,Count,Worker,count,worker,true,[],Local data collection / January 2023 - December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_463,Count,Worker,count,worker,true,[],Local data collection / January 2023 - December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_464,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_465,%,Clients,percent,clients,true,[],"Local data collection / This data will be reviewed quarterly. April 2024 - December 2024 (Q1, Q2 & Q3)"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_466,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_467,%,All inpatients,percent,all inpatients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_468,%,All inpatients,percent,all inpatients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_469,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_470,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_471,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_472,%,N/a,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_473,%,N/a,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Q1 (April - June 2024)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_474,%,Clients,percent,clients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_475,%,Clients,percent,clients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_476,%,All patients,percent,all patients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_477,%,All patients,percent,all patients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_478,Rate,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_479,%,All inpatients,percent,all inpatients,true,[],Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_480,Rate,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_481,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April 2024 - Feb 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_482,Number,ED patients,count,ed patients,true,[],Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_483,Number,ED patients,count,ed patients,true,[],Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_484,Number,ED patients,count,ed patients,true,[],Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_485,Number,ED patients,count,ed patients,true,[],Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_486,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_487,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_488,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_489,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_490,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_491,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_492,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_493,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_494,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_495,Number,N/a,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 24-25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_496,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_497,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_498,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_499,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_500,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_501,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_502,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_503,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_504,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_505,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_506,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_507,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_508,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_509,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_510,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_511,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_512,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_513,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_514,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_515,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_516,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_517,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_518,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_519,Rate,All inpatients,unknown,all inpatients,false,"[""unknown_unit_or_population""]",Hospital collected data / Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_520,Rate,All inpatients,unknown,all inpatients,false,"[""unknown_unit_or_population""]",Hospital collected data / Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_521,%,Staff,percent,staff,true,[],In-home audit / Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_522,%,Staff,percent,staff,true,[],In-home audit / Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_523,Count,All inpatients,count,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_524,Count,All inpatients,count,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_525,Count,All inpatients,count,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_526,Count,All inpatients,count,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_527,Count,All inpatients,count,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_528,%,All inpatients,percent,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_529,%,All inpatients,percent,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_530,%,All inpatients,percent,all inpatients,true,[],Other / Q1-Q3 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_531,Hours,Other,hours,unknown,false,"[""unknown_unit_or_population""]","HSSO HCD, CIHI DAD, CIHI NACRS / April 2023-Jan 2024"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_532,Hours,Other,hours,unknown,false,"[""unknown_unit_or_population""]","HSSO HCD, CIHI DAD, CIHI NACRS / April 2023-Jan 2024"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_533,Hours,Other,hours,unknown,false,"[""unknown_unit_or_population""]","HSSO HCD, CIHI DAD, CIHI NACRS / April 2023-Jan 2024"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_534,Hours,Other,hours,unknown,false,"[""unknown_unit_or_population""]","HSSO HCD, CIHI DAD, CIHI NACRS / April 2023-Jan 2024"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_535,Hours,Other,hours,unknown,false,"[""unknown_unit_or_population""]","HSSO HCD, CIHI DAD, CIHI NACRS / April 2023-Jan 2024"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_536,Hours,Other,hours,unknown,false,"[""unknown_unit_or_population""]","HSSO HCD, CIHI DAD, CIHI NACRS / April 2023-Jan 2024"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_537,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_538,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_539,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_540,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_541,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_542,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_543,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_544,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_545,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_546,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_547,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_548,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_549,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_550,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_551,%,All inpatients,percent,all inpatients,true,[],Hospital collected data / FY-24/25 (Q1- Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_552,%,All inpatients,percent,all inpatients,true,[],Hospital collected data / FY-24/25 (Q1- Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_553,%,ED patients,percent,ed patients,true,[],Hospital collected data / FY-24/25 (Q1- Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_554,%,ED patients,percent,ed patients,true,[],Hospital collected data / FY-24/25 (Q1- Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_555,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_556,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_557,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_558,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / FY-24/25 (Q1- Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_559,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / FY-24/25 (Q1- Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_560,%,All inpatients,percent,all inpatients,true,[],In house data collection  / FY 24/25 (Q1-Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_561,Minutes,ED patients,minutes,ed patients,true,[],Hospital collected data / FY 24/25 (Q1-Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_562,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_563,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_564,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_565,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_566,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_567,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_568,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_569,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_570,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_571,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_572,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_573,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_574,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_575,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_576,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_577,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_578,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_579,Hours,ED patients,hours,ed patients,true,[],"CIHI CCRS, CIHI NACRS / FY 2023/24 YTD Jan"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_580,%,ED patients,percent,ed patients,true,[],Local data collection / April-December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_581,%,ED patients,percent,ed patients,true,[],Local data collection / April-December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_582,%,Patients,percent,patients,true,[],Local data collection / April - December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_583,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_584,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_585,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_586,Rate,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / 12 month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_587,Rate,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / 12 month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_588,Hours,ED patients,hours,ed patients,true,[],"CIHI CCRS, CIHI NACRS / FY 2023/24 YTD Jan"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_589,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_590,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_591,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_592,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_593,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_594,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_595,Minutes,Other,minutes,unknown,false,"[""unknown_unit_or_population""]",Other / Dec 2022-Nov 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_596,Minutes,Other,minutes,unknown,false,"[""unknown_unit_or_population""]",Other / Dec 2022-Nov 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_597,Minutes,Other,minutes,unknown,false,"[""unknown_unit_or_population""]",Other / Dec 2022-Nov 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_598,Minutes,Other,minutes,unknown,false,"[""unknown_unit_or_population""]",Other / Dec 2022-Nov 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_599,%,Population,percent,population,true,[],Local data collection / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_600,%,Population,percent,population,true,[],Other / January 2023- December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_601,%,Patients,percent,patients,true,[],Other / April 2023- March 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_602,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_603,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_604,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / January 2023-December 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_605,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Other / April 2023-March 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_606,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Other / April 2023-March 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_607,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / April 2023- March 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_608,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_609,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_610,%,Discharged patients ,percent,discharged patients,true,[],"Other / Current Performance based on 2023/24 Fiscal year (Q1-3 April. 1 - Dec. 31, 2023)."
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_611,90th percentile,All inpatients,unknown,all inpatients,false,"[""unknown_unit_or_population""]","CIHI NACRS / Performance based on 2023/34 fiscal year to-date (Q1-Q3 Apr. 1 - Dec. 31, 2022)"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_612,%,Survey respondents,percent,survey respondents,true,[],Other / Current Performance based on last Quarter data available (2023/2024).
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_613,%,Survey respondents,percent,survey respondents,true,[],Other / Current Performance based on last Quarter data available (2023/2024).
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_614,%,Survey respondents,percent,survey respondents,true,[],Other / Current Performance based on last Quarter data available (2023/2024).
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_615,%,All inpatients,percent,all inpatients,true,[],In-home audit / Date range for Target is 2024/25 fiscal year.
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_616,%,All inpatients,percent,all inpatients,true,[],In-home audit / Date range for Target is 2024/25 fiscal year.
