indicator_id,normalized_indicator_name,display_name,unit,comparable_population,definition_verified,indicator_outcome_eligible,definition_sources,reporting_period_information,source_names,direction,direction_basis,ed_scope,expected_units,expected_populations,reported_domains,indicator_type,metadata_version,source_record_ids
ind_029fbfbe03f0773d,Cardiac Rehabilitation Educational Tools for Inuit Patients,Cardiac Rehabilitation Educational Tools for Inuit Patients,unknown,unknown,false,false,[],{},"[""Cardiac Rehabilitation Educational Tools for Inuit Patients""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Equity""]",unknown,2.0,"[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_923"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_447""]"
ind_02de1a41db3a2aae,90th Percentile PIA Time in the Emergency Department (ED).,90th Percentile PIA Time in the Emergency Department (ED).,unknown,unknown,false,false,[],{},"[""90th Percentile PIA Time in the Emergency Department (ED).""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"[""Access and Flow""]",unknown,2.0,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1252"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1253"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1254""]"
ind_0323d0b6532a06af,To improve in-patient experience survey results related to information at discharge by 5%,To improve in-patient experience survey results related to information at discharge by 5%,unknown,unknown,false,false,[],{},"[""To improve in-patient experience survey results related to information at discharge by 5%""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Experience""]",unknown,2.0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1627"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1628"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1629"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_1227"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_1228"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_1229""]"
ind_034ca39ac2c8de65,"Timely follow-up with hospital discharged patientsThis indicator measures the percentage of those hospital discharges (any condition) where timely (within 48 hours) notification was received, for which follow-up was done (by any mode, any clinician) within 4 days of discharge.","Timely follow-up with hospital discharged patientsThis indicator measures the percentage of those hospital discharges (any condition) where timely (within 48 hours) notification was received, for which follow-up was done (by any mode, any clinician) within 4 days of discharge.",unknown,unknown,false,false,[],{},"[""Timely follow-up with hospital discharged patientsThis indicator measures the percentage of those hospital discharges (any condition) where timely (within 48 hours) notification was received, for which follow-up was done (by any mode, any clinician) within 4 days of discharge.""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Access and Flow""]",unknown,2.0,"[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_681"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_266""]"
ind_038767a2055fb908,Rate of workplace violence incidents resulting in lost time injury (ECU).,Rate of workplace violence incidents resulting in lost time injury (ECU).,unknown,unknown,false,false,[],{},"[""Rate of workplace violence incidents resulting in lost time injury (ECU).""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Safety""]",unknown,2.0,"[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_706"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_707"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_355"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_356""]"
ind_03d0085835fa067f,"% of staff who completed relevant equity, diversity, inclusion and anti-racism education.","% of staff who completed relevant equity, diversity, inclusion and anti-racism education.",unknown,unknown,false,false,[],{},"[""% of staff who completed relevant equity, diversity, inclusion and anti-racism education.""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Equity""]",unknown,2.0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1379"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_323""]"
ind_03d5fb907039b47e,"Percentage of staff who have completed equity, diversity and inclusion (EDI) training","Percentage of staff who have completed equity, diversity and inclusion (EDI) training",unknown,unknown,false,false,[],{},"[""Percentage of staff who have completed equity, diversity and inclusion (EDI) training""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Equity""]",unknown,2.0,"[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_346"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_89""]"
ind_047e7e176a84875c,Number of Workplace Violence Incidents Resulting in Lost-time or Healthcare Due to Injury,Number of Workplace Violence Incidents Resulting in Lost-time or Healthcare Due to Injury,unknown,unknown,false,false,[],{},"[""Number of Workplace Violence Incidents Resulting in Lost-time or Healthcare Due to Injury""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"[""Safety""]",unknown,2.0,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1703"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1704"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1705""]"
ind_048830ec5f2ce1db,Throughput of spinal surgery cases,Throughput of spinal surgery cases,unknown,unknown,false,false,[],{},"[""Throughput of spinal surgery cases""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Access and Flow""]",unknown,2.0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1472"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_1051""]"
ind_04f1ac96c3e26dae,"Percentage of GBGH staff & Professional Staff who have completed Diversity, Equity, Inclusion and Belonging (DEIB) training by end of fiscal year","Percentage of GBGH staff & Professional Staff who have completed Diversity, Equity, Inclusion and Belonging (DEIB) training by end of fiscal year",unknown,unknown,false,false,[],{},"[""Percentage of GBGH staff & Professional Staff who have completed Diversity, Equity, Inclusion and Belonging (DEIB) training by end of fiscal year""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Equity""]",unknown,2.0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_230"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_231"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_169"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_170""]"
ind_051ff1e9cedd2ffb,Patient Experience: Percent of patients who report that the care they received from their healthcare providers was compassionate.,Patient Experience: Percent of patients who report that the care they received from their healthcare providers was compassionate.,unknown,unknown,false,false,[],{},"[""Patient Experience: Percent of patients who report that the care they received from their healthcare providers was compassionate.""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"[""Experience""]",unknown,2.0,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_76""]"
ind_0529dacadbfa6f30,"To achieve a 25% reduction in CLABSI rates in three adult ICUs and Complex Malignant Hematology (CMH) by March 31, 2027, through standardized implementation and adherence to an evidence-based central line insertion and maintenance bundle.Rate of CLABSI in 3 adult ICUs and CMH, defined as the number of patients with a new CLABSI per 1,000 central line days.","To achieve a 25% reduction in CLABSI rates in three adult ICUs and Complex Malignant Hematology (CMH) by March 31, 2027, through standardized implementation and adherence to an evidence-based central line insertion and maintenance bundle.Rate of CLABSI in 3 adult ICUs and CMH, defined as the number of patients with a new CLABSI per 1,000 central line days.",unknown,unknown,false,false,[],{},"[""To achieve a 25% reduction in CLABSI rates in three adult ICUs and Complex Malignant Hematology (CMH) by March 31, 2027, through standardized implementation and adherence to an evidence-based central line insertion and maintenance bundle.Rate of CLABSI in 3 adult ICUs and CMH, defined as the number of patients with a new CLABSI per 1,000 central line days.""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"[""Safety""]",unknown,2.0,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1245"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1246""]"
ind_052de408d26434ce,Rate of staff and leaders completing training for Foundations of Sexual and Gender Diversity,Rate of staff and leaders completing training for Foundations of Sexual and Gender Diversity,unknown,unknown,false,false,[],{},"[""Rate of staff  and leaders completing training for Foundations of Sexual and Gender Diversity""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Equity""]",unknown,2.0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1239"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1240"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1241"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1242"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_485"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_486"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_487"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_488""]"
ind_05760c55df01195a,Universal Accessibility: Progression on organizational maturity scale from exploring to transforming,Universal Accessibility: Progression on organizational maturity scale from exploring to transforming,unknown,unknown,false,false,[],{},"[""Universal Accessibility: Progression on organizational maturity scale from exploring to transforming""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"[""Equity""]",unknown,2.0,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_181"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_182"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_183"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_184"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_185""]"
ind_05a48d30be54f375,Community Mental Health: Counselling Waitlist (average days waited) (#),Community Mental Health: Counselling Waitlist (average days waited) (#),unknown,unknown,false,false,[],{},"[""Community Mental Health: Counselling Waitlist (average days waited) (#)""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"["""",""Access and Flow""]",unknown,2.0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1362"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1363"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1364"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_291"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_292"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_293"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_303"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_304"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_305"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1279"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1280"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1281""]"
ind_05b81ba7b1a59dce,"By March 31, 2027, increase organizational capacity to provide culturally safer care for First Nations, Inuit and Métis patients by improving staff knowledge, confidence, and system supports for Indigenous cultural and spiritual practices, as measured through participation in Indigenous safety education, access to cultural practices (e.g., smudging), and improved reporting and measurement related to spiritual, cultural, and emotional harm.Indicator: # of smudging ceremonies performed per month at Bayview campus (based on submission of hot work permits).","By March 31, 2027, increase organizational capacity to provide culturally safer care for First Nations, Inuit and Métis patients by improving staff knowledge, confidence, and system supports for Indigenous cultural and spiritual practices, as measured through participation in Indigenous safety education, access to cultural practices (e.g., smudging), and improved reporting and measurement related to spiritual, cultural, and emotional harm.Indicator: # of smudging ceremonies performed per month at Bayview campus (based on submission of hot work permits).",unknown,unknown,false,false,[],{},"[""By March 31, 2027, increase organizational capacity to provide culturally safer care for First Nations, Inuit and Métis patients by improving staff knowledge, confidence, and system supports for Indigenous cultural and spiritual practices, as measured through participation in Indigenous safety education, access to cultural practices (e.g., smudging), and improved reporting and measurement related to spiritual, cultural, and emotional harm.Indicator: # of smudging ceremonies performed per month at Bayview campus (based on submission of hot work permits).""]",unknown,Unreviewed direction; no calculations permitted,needs_review,[],[],"[""Equity""]",unknown,2.0,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1218"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1219"",""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1220""]"
