observation_id,source_record_id,role,source_column,raw_value,numeric_value,source_status
obs_1f08219ada38d4cb2e4c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_238,previous,current_value_text2,745.00,745.00,numeric
obs_640c638f0362ea7f6a11,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_238,target,target_value_text2,670.00,670.00,numeric
obs_ebdb22614aa509cadfc5,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_239,previous,current_value_text2,745.00,745.00,numeric
obs_da00e3bd10448f59b9e1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_239,target,target_value_text2,670.00,670.00,numeric
obs_643b4cef2799e4710faa,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_240,previous,current_value_text2,745.00,745.00,numeric
obs_2dcc549d48edcef3fd8c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_240,target,target_value_text2,670.00,670.00,numeric
obs_b88fc36e44c487a746e0,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_241,previous,current_value_text2,3.31,3.31,numeric
obs_2710054fcf4824db042f,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_241,target,target_value_text2,3.00,3.00,numeric
obs_94ad9abd7ea786b32ff9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_242,previous,current_value_text2,3.31,3.31,numeric
obs_8549c279c023b5d3cecc,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_242,target,target_value_text2,3.00,3.00,numeric
obs_8dba436c55bf70aab173,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_243,previous,current_value_text2,3.31,3.31,numeric
obs_527ac1b723f08730a23f,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_243,target,target_value_text2,3.00,3.00,numeric
obs_4f8c6b332639c8fac58d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_244,previous,current_value_text2,3.31,3.31,numeric
obs_56c75e9fd35614ef31e0,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_244,target,target_value_text2,3.00,3.00,numeric
obs_419cc030dc8b1d0f0c9e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_245,previous,current_value_text2,1.72,1.72,numeric
obs_a948387f4a1ff787eb36,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_245,target,target_value_text2,3.03,3.03,numeric
obs_3fcca6190066da9b5a0e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_246,previous,current_value_text2,1.72,1.72,numeric
obs_14f7ca8424fab87a0063,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_246,target,target_value_text2,3.03,3.03,numeric
obs_0e2ffeed5761dd3792ea,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_247,previous,current_value_text2,1.72,1.72,numeric
obs_79417a253b7ef18501ba,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_247,target,target_value_text2,3.03,3.03,numeric
obs_aacce26fe6f2e99927b9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_248,previous,current_value_text2,1.72,1.72,numeric
obs_dd2a787bc61683eefc6e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_248,target,target_value_text2,3.03,3.03,numeric
obs_d022d787eaf46231303a,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_249,previous,current_value_text2,10.20,10.20,numeric
obs_05910cf038deba4be631,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_249,target,target_value_text2,9.20,9.20,numeric
obs_fd8f729f506e2ebe8217,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_250,previous,current_value_text2,10.20,10.20,numeric
obs_993fffd4b51bf9916730,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_250,target,target_value_text2,9.20,9.20,numeric
obs_815739094c089e3e3084,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_251,previous,current_value_text2,10.20,10.20,numeric
obs_6a11356d596b3ccd90ec,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_251,target,target_value_text2,9.20,9.20,numeric
obs_53516f7536e65c90f1a3,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_252,previous,current_value_text2,10.20,10.20,numeric
obs_50efbe7d7108379eb8b2,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_252,target,target_value_text2,9.20,9.20,numeric
obs_c78c03dc36adad043b0e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_253,previous,current_value_text2,81.00,81.00,numeric
obs_381ade5b6275fb67bd19,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_253,target,target_value_text2,85.00,85.00,numeric
obs_c79fbf1d8ff070068548,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_254,previous,current_value_text2,81.00,81.00,numeric
obs_d1d270bd035c98d4b328,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_254,target,target_value_text2,85.00,85.00,numeric
obs_4e44ca97a9fdfa4ba6fe,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_255,previous,current_value_text2,81.00,81.00,numeric
obs_aa819789110f25422d79,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_255,target,target_value_text2,85.00,85.00,numeric
obs_fed453cccbb8a2a1e041,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_256,previous,current_value_text2,81.00,81.00,numeric
obs_92a29be436febea08ab3,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_256,target,target_value_text2,85.00,85.00,numeric
obs_83c68ea5404b0b950fc1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_257,previous,current_value_text2,81.00,81.00,numeric
obs_38dc27955bf076c33ee8,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_257,target,target_value_text2,85.00,85.00,numeric
obs_ba3f5861fb93b7690eb9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_258,previous,current_value_text2,81.00,81.00,numeric
obs_19cb0a20fcb1bc4e30b4,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_258,target,target_value_text2,85.00,85.00,numeric
obs_b83db0f6285bbd391e79,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_259,previous,current_value_text2,72.00,72.00,numeric
obs_6970982c192e17a902a9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_259,target,target_value_text2,82.00,82.00,numeric
obs_9b2b94abfe85d61dcca5,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_260,previous,current_value_text2,72.00,72.00,numeric
obs_11ee0f45076b5662cc3f,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_260,target,target_value_text2,82.00,82.00,numeric
obs_0c499af041c66f7e637d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_261,previous,current_value_text2,72.00,72.00,numeric
obs_40344534b4e2dc850b86,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_261,target,target_value_text2,82.00,82.00,numeric
obs_4c6b58e283f7304f22ad,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_262,previous,current_value_text2,72.00,72.00,numeric
obs_a6ee936053ba41c2e90c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_262,target,target_value_text2,82.00,82.00,numeric
obs_230b2fd76858f7e48420,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_263,previous,current_value_text2,CB,,CB
obs_8d1105594b0548841262,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_263,target,target_value_text2,60.00,60.00,numeric
obs_03988a953e70ae4a879b,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_264,previous,current_value_text2,60.88,60.88,numeric
obs_f453d86bd206d35a4ae3,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_264,target,target_value_text2,70.00,70.00,numeric
obs_4c6083718cd66f2fd9e9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_265,previous,current_value_text2,44.00,44.00,numeric
obs_e976c3f2e4d4b2e501dc,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_265,target,target_value_text2,30.00,30.00,numeric
obs_b87f642255bef7c40a1a,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_266,previous,current_value_text2,5.80,5.80,numeric
obs_3ea785cfbf1515a793c2,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_266,target,target_value_text2,15.00,15.00,numeric
obs_b9ffe94851bdcadb0bc4,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_267,previous,current_value_text2,3.82,3.82,numeric
obs_ac7c57a9b5ff187036db,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_267,target,target_value_text2,4.00,4.00,numeric
obs_c434afca18bca049de0d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_268,previous,current_value_text2,9.97,9.97,numeric
obs_4dd07177e6f4459d7b49,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_268,target,target_value_text2,2.00,2.00,numeric
obs_d363283bd84b488cccfd,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_269,previous,current_value_text2,0.00,0.00,numeric
obs_6b6524e52db2c31c3355,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_269,target,target_value_text2,80.00,80.00,numeric
obs_5f46e5f9325a9958bcab,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_270,previous,current_value_text2,31.00,31.00,numeric
obs_d591d4753bdc4b834ba5,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_270,target,target_value_text2,32.00,32.00,numeric
obs_24a6b59081fbc7a9e860,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_271,previous,current_value_text2,23.35,23.35,numeric
obs_0f3095a49fe048477110,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_271,target,target_value_text2,22.00,22.00,numeric
obs_94dcdbee1216d2c62d5c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_272,previous,current_value_text2,23.35,23.35,numeric
obs_9776726724917b327860,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_272,target,target_value_text2,22.00,22.00,numeric
obs_84e3d9a805c7c6086d41,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_273,previous,current_value_text2,1.08,1.08,numeric
obs_3df55c945e728019edfa,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_273,target,target_value_text2,1.50,1.50,numeric
obs_19b9789590cbaa6450cc,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_274,previous,current_value_text2,1.08,1.08,numeric
obs_ae1e0ccb0cfb3410b5ea,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_274,target,target_value_text2,1.50,1.50,numeric
obs_9d83fa37f30c70a97903,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_275,previous,current_value_text2,2.00,2.00,numeric
obs_f41d6b3a2efebc31d630,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_275,target,target_value_text2,5.00,5.00,numeric
obs_6101cbe6970b9e7c7a8e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_276,previous,current_value_text2,2.00,2.00,numeric
obs_a4cbe273360598662eaa,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_276,target,target_value_text2,5.00,5.00,numeric
obs_94da06b33889d3a72a1e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_277,previous,current_value_text2,2.00,2.00,numeric
obs_3a3092f4443fa38efadd,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_277,target,target_value_text2,5.00,5.00,numeric
obs_4b40c812c1e95f5a2a18,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_278,previous,current_value_text2,CB,,CB
obs_584901d2ab93779f6707,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_278,target,target_value_text2,75.00,75.00,numeric
obs_7535db6df58c663fa665,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_279,previous,current_value_text2,CB,,CB
obs_aa6d349ffe96d546e46b,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_279,target,target_value_text2,75.00,75.00,numeric
obs_69e291da2e014909c414,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_280,previous,current_value_text2,248.00,248.00,numeric
obs_c33a74b476bfbb7a66b5,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_280,target,target_value_text2,260.00,260.00,numeric
obs_25144099f4397a516abc,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_281,previous,current_value_text2,248.00,248.00,numeric
obs_b3e9ba31616bad226815,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_281,target,target_value_text2,260.00,260.00,numeric
obs_4e2cdd5fdd694f94f108,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_282,previous,current_value_text2,84.00,84.00,numeric
obs_096b744d634b8f7f89f1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_282,target,target_value_text2,80.00,80.00,numeric
obs_8f825f18d9ff04631961,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_283,previous,current_value_text2,84.00,84.00,numeric
obs_469f08939359bd4b97bc,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_283,target,target_value_text2,80.00,80.00,numeric
obs_de214ec1e1e636d58d64,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_284,previous,current_value_text2,64.30,64.30,numeric
obs_fb399a4a35a253f7874a,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_284,target,target_value_text2,70.00,70.00,numeric
obs_c02211adf12af6784cab,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_285,previous,current_value_text2,64.30,64.30,numeric
obs_fe567886f5c2cfd139b9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_285,target,target_value_text2,70.00,70.00,numeric
obs_41d6244929a4a8bd28c4,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_286,previous,current_value_text2,33.00,33.00,numeric
obs_e404c869d73a81f42920,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_286,target,target_value_text2,30.00,30.00,numeric
obs_929804619673bc51cc26,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_287,previous,current_value_text2,699.00,699.00,numeric
obs_200068514a488d24da80,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_287,target,target_value_text2,788.00,788.00,numeric
obs_f519936688a555242b27,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_288,previous,current_value_text2,937.00,937.00,numeric
obs_67d473bc9ac619fab17c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_288,target,target_value_text2,467.00,467.00,numeric
obs_24e5655c052f9a286bf8,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_289,previous,current_value_text2,937.00,937.00,numeric
obs_d40de58afa37b2e3664e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_289,target,target_value_text2,467.00,467.00,numeric
obs_9b5c2a01fb3747ee8deb,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_290,previous,current_value_text2,937.00,937.00,numeric
obs_1e319ade35c62e7412db,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_290,target,target_value_text2,467.00,467.00,numeric
obs_64100ff3f91c5afee59e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_291,previous,current_value_text2,76.92,76.92,numeric
obs_c20390e096985088cf9d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_291,target,target_value_text2,80.00,80.00,numeric
obs_1b09838b00f33479b255,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_292,previous,current_value_text2,76.92,76.92,numeric
obs_c25f3b307bb36f9bc1fb,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_292,target,target_value_text2,80.00,80.00,numeric
obs_71d3c775d47587044616,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_293,previous,current_value_text2,0.16,0.16,numeric
obs_864bf913506b89dcc09c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_293,target,target_value_text2,0.10,0.10,numeric
obs_1ce4d02ae6cf35a14116,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_294,previous,current_value_text2,78.69,78.69,numeric
obs_cf42bc8d484ae0da47b1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_294,target,target_value_text2,90.00,90.00,numeric
obs_13a8f3b66583d9bf85df,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_295,previous,current_value_text2,78.69,78.69,numeric
obs_921de6ff19754cac6cd9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_295,target,target_value_text2,90.00,90.00,numeric
obs_78302de2901b3b2c6804,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_296,previous,current_value_text2,1.30,1.30,numeric
obs_ded0ec63da482646deef,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_296,target,target_value_text2,1.00,1.00,numeric
obs_a66c27c48df4c9e1883e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_297,previous,current_value_text2,2.65,2.65,numeric
obs_6c16cd00b58fd389c22b,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_297,target,target_value_text2,2.00,2.00,numeric
obs_245407026d042bf14fd8,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_298,previous,current_value_text2,CB,,CB
obs_4465b5d478bd97a45ea1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_298,target,target_value_text2,90.00,90.00,numeric
obs_2beca682735b6400535d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_299,previous,current_value_text2,CB,,CB
obs_f57b4e6b186b8dbf503b,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_299,target,target_value_text2,75.00,75.00,numeric
obs_1def8e5d81a1a8e91614,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_300,previous,current_value_text2,86.00,86.00,numeric
obs_e8a832c1943a645fcf34,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_300,target,target_value_text2,95.00,95.00,numeric
obs_4c6292c803cd830d98ae,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_301,previous,current_value_text2,86.00,86.00,numeric
obs_4d4c22aa08b582421238,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_301,target,target_value_text2,95.00,95.00,numeric
obs_40e6e63997e139b46a24,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_302,previous,current_value_text2,86.00,86.00,numeric
obs_99574fe6516d21ff86eb,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_302,target,target_value_text2,95.00,95.00,numeric
obs_b886f779abc77019846c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_303,previous,current_value_text2,CB,,CB
obs_6603d9233e85541b9afe,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_303,target,target_value_text2,0.00,0.00,numeric
obs_8f102b4de8644d88ef9e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_304,previous,current_value_text2,CB,,CB
obs_fc37a411d5a6b03241fa,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_304,target,target_value_text2,0.00,0.00,numeric
obs_043ed721409fc313e46b,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_305,previous,current_value_text2,CB,,CB
obs_ed863fb70d0476f628aa,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_305,target,target_value_text2,0.00,0.00,numeric
obs_59f56e905c995d73b96d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_306,previous,current_value_text2,20.00,20.00,numeric
obs_a4d316261cfd95ef8ae3,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_306,target,target_value_text2,0.00,0.00,numeric
obs_f18a141aa2edb74c6028,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_307,previous,current_value_text2,20.00,20.00,numeric
obs_9502a90a6c04232d1ed5,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_307,target,target_value_text2,0.00,0.00,numeric
obs_afbb0338768cfc17111a,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_308,previous,current_value_text2,CB,,CB
obs_432c5d8a58082345c5aa,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_308,target,target_value_text2,80.00,80.00,numeric
obs_8526bafd67151e3789a6,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_309,previous,current_value_text2,CB,,CB
obs_9bcae1ba8802ec7fd7a8,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_309,target,target_value_text2,80.00,80.00,numeric
obs_0e4a0ce88573cb640cc8,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_310,previous,current_value_text2,CB,,CB
obs_662b7b4f3afaca61cb1a,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_310,target,target_value_text2,10.00,10.00,numeric
obs_6c152f6be018564eaa62,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_311,previous,current_value_text2,CB,,CB
obs_f37b3aed22e63bbb31a1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_311,target,target_value_text2,CB,,CB
obs_735147484e4bfbe3ac98,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_312,previous,current_value_text2,CB,,CB
obs_8d6aa55a565a2bc9b4d4,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_312,target,target_value_text2,CB,,CB
obs_e1b066fa315f0fa86cfe,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_313,previous,current_value_text2,4.20,4.20,numeric
obs_4a4ba1d9a849a6998a9c,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_313,target,target_value_text2,3.00,3.00,numeric
obs_a23109c630fc21d81a15,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_314,previous,current_value_text2,70.00,70.00,numeric
obs_a23e15c9000160970737,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_314,target,target_value_text2,74.00,74.00,numeric
obs_1c171e98bbc27de52c73,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_315,previous,current_value_text2,0.00,0.00,numeric
obs_b3b832a76b834c54e104,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_315,target,target_value_text2,70.00,70.00,numeric
obs_578fa21ca792332e9463,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_316,previous,current_value_text2,74.30,74.30,numeric
obs_d2ef23c3829748b62c6d,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_316,target,target_value_text2,76.00,76.00,numeric
obs_37ce0622b7699f78260e,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_317,previous,current_value_text2,CB,,CB
obs_d110002070689ae17716,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_317,target,target_value_text2,CB,,CB
obs_bc4ffebc4ea5a18bcbc1,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_318,previous,current_value_text2,4.12,4.12,numeric
obs_0eaf0296ea08d004a8f9,file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_318,target,target_value_text2,3.25,3.25,numeric
